w,open,open,open,open,open,open,close,close,close,close,close,close,high,high,high,high,high,high,low,low,low,low,low,low,volume,volume,volume,volume,volume,volume,code
,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,
19-08-2015,,,,457.9569545,,,,,,460.1293335,,,,,,464.2978778,,,,,,455.1387769,,,,,,6869518,,,INFY.NS
19-08-2015,,,,,,742.1367749,,,,,,747.984436,,,,,,755.7101264,,,,,,735.3501512,,,,,,548163,HINDUNILVR.NS
19-08-2015,,,238.6067328,,,,,,237.9468994,,,,,,239.0796187,,,,,,236.4402853,,,,,,3004576,,,,HDFCBANK.NS
19-08-2015,,,,,255.5722184,,,,,,258.5010376,,,,,,259.2650749,,,,,,255.1053036,,,,,,8754270,,ICICIBANK.NS
19-08-2015,204.5496098,,,,,,206.8464661,,,,,,208.2332325,,,,,,203.5636971,,,,,,8877298,,,,,,RELIANCE.NS
20-08-2015,,,,453.6513129,,,,,,444.0812073,,,,,,457.3697663,,,,,,441.5174124,,,,,,8369114,,,INFY.NS
20-08-2015,,,,,254.8929938,,,,,,253.1950989,,,,,,260.4110741,,,,,,251.1576762,,,,,,15936951,,ICICIBANK.NS
20-08-2015,,,,,,742.6917621,,,,,,744.4417725,,,,,,769.8810891,,,,,,740.130756,,,,,,1086427,HINDUNILVR.NS
20-08-2015,,,234.900681,,,,,,236.3742981,,,,,,238.5847506,,,,,,234.900681,,,,,,3044852,,,,HDFCBANK.NS
20-08-2015,,1173.238326,,,,,,1148.384521,,,,,,1173.238326,,,,,,1142.037453,,,,,,2349298,,,,,TCS.NS
20-08-2015,208.0057283,,,,,,198.5474701,,,,,,208.0057283,,,,,,197.9949274,,,,,,19008087,,,,,,RELIANCE.NS
21-08-2015,,,,,249.3749444,,,,,,251.7095184,,,,,,252.8980366,,,,,,245.0029472,,,,,,13769807,,ICICIBANK.NS
21-08-2015,,1159.13382,,,,,,1143.811157,,,,,,1166.784403,,,,,,1134.814277,,,,,,3536080,,,,,TCS.NS
21-08-2015,,,,,,740.1308004,,,,,,754.7712402,,,,,,758.0578441,,,,,,734.966115,,,,,,1428246,HINDUNILVR.NS
21-08-2015,197.1823936,,,,,,196.7381897,,,,,,197.5940958,,,,,,194.3654958,,,,,,20050521,,,,,,RELIANCE.NS
21-08-2015,,,234.0209023,,,,,,233.427063,,,,,,235.9893944,,,,,,231.1616243,,,,,,7758972,,,,HDFCBANK.NS
21-08-2015,,,,446.5667016,,,,,,450.089447,,,,,,454.4145669,,,,,,437.407554,,,,,,10822142,,,INFY.NS
24-08-2015,,,,434.4522941,,,,,,427.4459839,,,,,,439.5602934,,,,,,422.1814085,,,,,,14122684,,,INFY.NS
24-08-2015,,,,,,738.7221509,,,,,,726.6000977,,,,,,751.2284175,,,,,,721.3073416,,,,,,2392818,HINDUNILVR.NS
24-08-2015,,,229.7759668,,,,,,224.1343994,,,,,,229.7759668,,,,,,222.4188353,,,,,,14686328,,,,HDFCBANK.NS
24-08-2015,190.6818636,,,,,,179.7501526,,,,,,190.6818636,,,,,,177.2474522,,,,,,35635706,,,,,,RELIANCE.NS
24-08-2015,,,,,239.7395209,,,,,,229.1702728,,,,,,241.8194349,,,,,,227.0903874,,,,,,33312582,,ICICIBANK.NS
24-08-2015,,1127.932983,,,,,,1102.138794,,,,,,1130.497439,,,,,,1098.057119,,,,,,4692344,,,,,TCS.NS
25-08-2015,182.1986657,,,,,,183.7804565,,,,,,186.489015,,,,,,178.3742024,,,,,,49504268,,,,,,RELIANCE.NS
25-08-2015,,,,430.5577915,,,,,,424.940979,,,,,,437.9946989,,,,,,408.8341939,,,,,,13735078,,,INFY.NS
25-08-2015,,,,,234.77324,,,,,,240.6733398,,,,,,241.437377,,,,,,226.7932406,,,,,,26553623,,ICICIBANK.NS
25-08-2015,,,225.3770962,,,,,,224.0024567,,,,,,227.0486957,,,,,,221.1981646,,,,,,12347920,,,,HDFCBANK.NS
25-08-2015,,,,,,735.0088262,,,,,,739.2344971,,,,,,749.5211955,,,,,,729.9721595,,,,,,2303018,HINDUNILVR.NS
25-08-2015,,1106.092375,,,,,,1097.223633,,,,,,1120.667072,,,,,,1083.696172,,,,,,3925800,,,,,TCS.NS
26-08-2015,183.7046216,,,,,,184.9180603,,,,,,189.5550941,,,,,,182.0144918,,,,,,18955515,,,,,,RELIANCE.NS
26-08-2015,,,,426.5653454,,,,,,416.7016296,,,,,,429.3835226,,,,,,414.5097087,,,,,,11498212,,,INFY.NS
26-08-2015,,,,,237.6596156,,,,,,236.0466309,,,,,,239.6121709,,,,,,234.0516418,,,,,,16189880,,ICICIBANK.NS
26-08-2015,,,223.7714697,,,,,,222.913681,,,,,,226.3228197,,,,,,221.9239311,,,,,,5573000,,,,HDFCBANK.NS
26-08-2015,,,,,,739.4904295,,,,,,729.8866577,,,,,,741.4538569,,,,,,725.6183147,,,,,,1894521,HINDUNILVR.NS
26-08-2015,,1093.333765,,,,,,1101.326294,,,,,,1127.932508,,,,,,1073.630166,,,,,,3216158,,,,,TCS.NS
27-08-2015,,1117.632422,,,,,,1100.429199,,,,,,1117.632422,,,,,,1088.098505,,,,,,5264798,,,,,TCS.NS
27-08-2015,,,,425.8607537,,,,,,423.8254089,,,,,,430.5968794,,,,,,421.9661823,,,,,,15343392,,,INFY.NS
27-08-2015,,,,,240.0366425,,,,,,239.7819824,,,,,,241.5222831,,,,,,237.8718609,,,,,,27884874,,ICICIBANK.NS
27-08-2015,187.8216339,,,,,,188.3308411,,,,,,190.9527143,,,,,,185.7089679,,,,,,26997546,,,,,,RELIANCE.NS
27-08-2015,,,,,,734.7100258,,,,,,732.2770386,,,,,,737.9539566,,,,,,726.4721015,,,,,,2087603,HINDUNILVR.NS
27-08-2015,,,225.4430658,,,,,,224.8052216,,,,,,227.5215302,,,,,,221.9459436,,,,,,13873432,,,,HDFCBANK.NS
28-08-2015,189.5984566,,,,,,189.03508,,,,,,191.3319222,,,,,,187.6699666,,,,,,10770215,,,,,,RELIANCE.NS
28-08-2015,,1115.110922,,,,,,1098.805298,,,,,,1115.110922,,,,,,1093.184803,,,,,,2744152,,,,,TCS.NS
28-08-2015,,,,431.183993,,,,,,434.8829041,,,,,,440.3040078,,,,,,431.183993,,,,,,7208820,,,INFY.NS
28-08-2015,,,,,241.9892108,,,,,,240.8431549,,,,,,245.5971994,,,,,,239.1028256,,,,,,14365759,,ICICIBANK.NS
28-08-2015,,,,,,742.691889,,,,,,729.460022,,,,,,743.1187234,,,,,,727.3258499,,,,,,1427528,HINDUNILVR.NS
28-08-2015,,,226.7737683,,,,,,226.0919189,,,,,,229.347108,,,,,,224.2114097,,,,,,5553136,,,,HDFCBANK.NS
31-08-2015,,,224.5852764,,,,,,225.9819183,,,,,,227.1806317,,,,,,223.3645874,,,,,,3441460,,,,HDFCBANK.NS
31-08-2015,,,,,240.1639927,,,,,,235.9193115,,,,,,241.3949447,,,,,,234.6034491,,,,,,15079961,,ICICIBANK.NS
31-08-2015,,,,,,736.6307383,,,,,,734.9234009,,,,,,742.6917652,,,,,,724.5939784,,,,,,1990625,HINDUNILVR.NS
31-08-2015,,,,444.1985456,,,,,,428.3657837,,,,,,444.1985456,,,,,,423.7079226,,,,,,9917064,,,INFY.NS
31-08-2015,,1106.990177,,,,,,1095.898926,,,,,,1106.990177,,,,,,1081.794418,,,,,,3692044,,,,,TCS.NS
31-08-2015,189.1325825,,,,,,185.4597931,,,,,,189.1325825,,,,,,185.0047553,,,,,,20708942,,,,,,RELIANCE.NS
01-09-2015,,,,426.6435523,,,,,,426.2521362,,,,,,436.2723789,,,,,,423.5122235,,,,,,9071550,,,INFY.NS
01-09-2015,,,,,233.4573914,,,,,,230.0191956,,,,,,236.3862244,,,,,,227.7695178,,,,,,17342438,,ICICIBANK.NS
01-09-2015,,1092.458032,,,,,,1084.508179,,,,,,1116.051002,,,,,,1081.345392,,,,,,2987602,,,,,TCS.NS
01-09-2015,185.0264192,,,,,,181.9820099,,,,,,185.0264192,,,,,,180.9527616,,,,,,21645696,,,,,,RELIANCE.NS
01-09-2015,,,224.6292711,,,,,,219.9664459,,,,,,224.6292711,,,,,,218.4048456,,,,,,10469144,,,,HDFCBANK.NS
01-09-2015,,,,,,729.886727,,,,,,728.8196411,,,,,,735.3075023,,,,,,724.2098094,,,,,,1483369,HINDUNILVR.NS
02-09-2015,,1094.03952,,,,,,1107.759399,,,,,,1120.004634,,,,,,1089.038852,,,,,,3765950,,,,,TCS.NS
02-09-2015,184.181352,,,,,,184.083847,,,,,,185.7198076,,,,,,182.5778932,,,,,,19652369,,,,,,RELIANCE.NS
02-09-2015,,,221.0661833,,,,,,218.8777466,,,,,,223.0127,,,,,,216.6453048,,,,,,8681688,,,,HDFCBANK.NS
02-09-2015,,,,429.774934,,,,,,430.3424683,,,,,,436.4290085,,,,,,426.6436047,,,,,,11171830,,,INFY.NS
02-09-2015,,,,,,731.5940641,,,,,,709.0571899,,,,,,736.2038958,,,,,,703.5937416,,,,,,1463479,HINDUNILVR.NS
02-09-2015,,,,,234.3063228,,,,,,224.840683,,,,,,234.94303,,,,,,223.3550567,,,,,,18825908,,ICICIBANK.NS
03-09-2015,,,,,,708.9719144,,,,,,711.7463379,,,,,,718.5756881,,,,,,695.8253945,,,,,,1228866,HINDUNILVR.NS
03-09-2015,,,220.450329,,,,,,222.2098846,,,,,,223.2436263,,,,,,219.7245149,,,,,,6507368,,,,HDFCBANK.NS
03-09-2015,,,,434.5305351,,,,,,430.3032227,,,,,,435.2546452,,,,,,427.6220323,,,,,,8590536,,,INFY.NS
03-09-2015,,,,,228.0666487,,,,,,226.5385742,,,,,,229.0429264,,,,,,222.1665486,,,,,,16509187,,ICICIBANK.NS
03-09-2015,185.0588995,,,,,,185.015564,,,,,,186.5106837,,,,,,182.9679015,,,,,,11659978,,,,,,RELIANCE.NS
03-09-2015,,1109.597326,,,,,,1113.657715,,,,,,1117.675321,,,,,,1101.11321,,,,,,2265074,,,,,TCS.NS
04-09-2015,,,220.4283628,,,,,,219.0756989,,,,,,221.2641491,,,,,,215.5455926,,,,,,11404592,,,,HDFCBANK.NS
04-09-2015,,,,,,709.697537,,,,,,708.545105,,,,,,717.7220446,,,,,,702.7401676,,,,,,1332041,HINDUNILVR.NS
04-09-2015,184.1163539,,,,,,181.1261139,,,,,,184.1163539,,,,,,178.7859216,,,,,,16199949,,,,,,RELIANCE.NS
04-09-2015,,1116.136387,,,,,,1088.803589,,,,,,1117.63232,,,,,,1085.256071,,,,,,2426396,,,,,TCS.NS
04-09-2015,,,,,224.88314,,,,,,218.8132477,,,,,,225.0529324,,,,,,216.1815513,,,,,,21605844,,ICICIBANK.NS
04-09-2015,,,,431.7319543,,,,,,420.3612976,,,,,,434.8632831,,,,,,417.6409748,,,,,,7318888,,,INFY.NS
07-09-2015,,,220.1644161,,,,,,216.5243378,,,,,,222.0999248,,,,,,215.5455822,,,,,,5381740,,,,HDFCBANK.NS
07-09-2015,181.6352823,,,,,,180.5410309,,,,,,182.8812226,,,,,,179.3492745,,,,,,10234633,,,,,,RELIANCE.NS
07-09-2015,,,,,,709.3989231,,,,,,699.8804932,,,,,,711.9599301,,,,,,697.7890458,,,,,,868619,HINDUNILVR.NS
07-09-2015,,,,,220.7658033,,,,,,211.4699554,,,,,,221.7845291,,,,,,210.2814515,,,,,,21698736,,ICICIBANK.NS
07-09-2015,,,,424.6669809,,,,,,414.4118958,,,,,,424.6865709,,,,,,412.944085,,,,,,5180988,,,INFY.NS
07-09-2015,,1091.176114,,,,,,1085.512939,,,,,,1094.146588,,,,,,1082.499683,,,,,,1759184,,,,,TCS.NS
08-09-2015,,1087.756728,,,,,,1085.747925,,,,,,1095.920288,,,,,,1078.567427,,,,,,1787746,,,,,TCS.NS
08-09-2015,,,217.0191895,,,,,,220.8352203,,,,,,222.1438925,,,,,,214.8857257,,,,,,7444488,,,,HDFCBANK.NS
08-09-2015,,,,,,706.6670528,,,,,,683.8740845,,,,,,706.6670528,,,,,,670.130037,,,,,,2511604,HINDUNILVR.NS
08-09-2015,,,,415.6839701,,,,,,414.4314575,,,,,,420.3809642,,,,,,411.8872524,,,,,,5459496,,,INFY.NS
08-09-2015,,,,,213.7620677,,,,,,221.4024963,,,,,,222.6758964,,,,,,211.5548381,,,,,,18300349,,ICICIBANK.NS
08-09-2015,181.1477484,,,,,,183.8779602,,,,,,184.8205373,,,,,,178.7858888,,,,,,12900468,,,,,,RELIANCE.NS
09-09-2015,,1095.428524,,,,,,1089.786743,,,,,,1100.151418,,,,,,1087.32914,,,,,,2045076,,,,,TCS.NS
09-09-2015,,,223.1336589,,,,,,223.5295563,,,,,,225.4430758,,,,,,221.0441865,,,,,,6553120,,,,HDFCBANK.NS
09-09-2015,,,,425.5084788,,,,,,426.1347351,,,,,,430.4011806,,,,,,419.5981046,,,,,,9148664,,,INFY.NS
09-09-2015,,,,,227.4723987,,,,,,224.5860138,,,,,,228.3637802,,,,,,222.973029,,,,,,24478703,,ICICIBANK.NS
09-09-2015,186.5648462,,,,,,189.3925629,,,,,,190.4001432,,,,,,184.2896577,,,,,,17340694,,,,,,RELIANCE.NS
09-09-2015,,,,,,688.0570296,,,,,,685.5386963,,,,,,693.5632036,,,,,,675.166652,,,,,,1519952,HINDUNILVR.NS
10-09-2015,,,220.6042902,,,,,,222.3638458,,,,,,223.672518,,,,,,219.1306596,,,,,,4463740,,,,HDFCBANK.NS
10-09-2015,186.5648643,,,,,,187.8649597,,,,,,188.6233608,,,,,,185.3730933,,,,,,11074406,,,,,,RELIANCE.NS
10-09-2015,,1086.47434,,,,,,1087.92749,,,,,,1102.074778,,,,,,1080.063202,,,,,,2665818,,,,,TCS.NS
10-09-2015,,,,,,683.7887758,,,,,,674.5264893,,,,,,683.7887758,,,,,,663.8129031,,,,,,2651147,HINDUNILVR.NS
10-09-2015,,,,,220.7233453,,,,,,227.0054779,,,,,,229.2127075,,,,,,217.5398381,,,,,,13718266,,ICICIBANK.NS
10-09-2015,,,,424.6474399,,,,,,422.9056091,,,,,,427.2307772,,,,,,415.2925832,,,,,,8363004,,,INFY.NS
11-09-2015,,,,,,676.1057033,,,,,,678.880127,,,,,,682.6789636,,,,,,669.3190258,,,,,,1368043,HINDUNILVR.NS
11-09-2015,,,223.1336536,,,,,,222.2538757,,,,,,224.3433481,,,,,,221.4400785,,,,,,4301760,,,,HDFCBANK.NS
11-09-2015,188.9483629,,,,,,186.5540161,,,,,,189.8367705,,,,,,185.524768,,,,,,10634833,,,,,,RELIANCE.NS
11-09-2015,,,,427.2503469,,,,,,426.9371948,,,,,,433.0628675,,,,,,424.8822599,,,,,,9883810,,,INFY.NS
11-09-2015,,,,,226.9630344,,,,,,227.1328125,,,,,,229.1278159,,,,,,224.4586681,,,,,,14872838,,ICICIBANK.NS
11-09-2015,,1088.397662,,,,,,1090.748413,,,,,,1097.757883,,,,,,1085.875989,,,,,,1592672,,,,,TCS.NS
14-09-2015,,,,430.1663073,,,,,,430.4598694,,,,,,432.1233879,,,,,,423.7666634,,,,,,6557076,,,INFY.NS
14-09-2015,,,221.8909537,,,,,,224.277359,,,,,,224.8492092,,,,,,220.7142562,,,,,,5060344,,,,HDFCBANK.NS
14-09-2015,,1096.30471,,,,,,1090.598755,,,,,,1096.30471,,,,,,1086.901707,,,,,,1589318,,,,,TCS.NS
14-09-2015,,,,,226.0292089,,,,,,231.2501678,,,,,,232.0142051,,,,,,223.3550644,,,,,,13300446,,ICICIBANK.NS
14-09-2015,186.7273658,,,,,,187.1824036,,,,,,187.5832718,,,,,,184.5930322,,,,,,7964072,,,,,,RELIANCE.NS
14-09-2015,,,,,,683.7033308,,,,,,678.4532471,,,,,,683.7033308,,,,,,672.776329,,,,,,1115042,HINDUNILVR.NS
15-09-2015,186.781542,,,,,,187.8649597,,,,,,188.5150219,,,,,,185.3947611,,,,,,11509788,,,,,,RELIANCE.NS
15-09-2015,,,,,,678.4532608,,,,,,686.8618774,,,,,,690.3192777,,,,,,675.3800741,,,,,,1239118,HINDUNILVR.NS
15-09-2015,,,223.892477,,,,,,222.8367462,,,,,,224.2663853,,,,,,221.7260159,,,,,,4332728,,,,HDFCBANK.NS
15-09-2015,,1090.598989,,,,,,1084.444336,,,,,,1093.697706,,,,,,1083.910074,,,,,,1379900,,,,,TCS.NS
15-09-2015,,,,430.3229103,,,,,,430.2445984,,,,,,431.8102629,,,,,,425.9194787,,,,,,5291886,,,INFY.NS
15-09-2015,,,,,231.7595303,,,,,,227.9393158,,,,,,231.7595303,,,,,,226.4961233,,,,,,14825729,,ICICIBANK.NS
16-09-2015,,,224.1014123,,,,,,225.0801544,,,,,,226.1248906,,,,,,222.4848125,,,,,,4254052,,,,HDFCBANK.NS
16-09-2015,,,,,231.3350502,,,,,,231.6321869,,,,,,232.5660165,,,,,,228.4062314,,,,,,13377086,,ICICIBANK.NS
16-09-2015,188.9700457,,,,,,189.0675507,,,,,,190.1076327,,,,,,187.4749259,,,,,,13424811,,,,,,RELIANCE.NS
16-09-2015,,,,433.6890963,,,,,,431.2036133,,,,,,434.3740746,,,,,,429.8923787,,,,,,7478240,,,INFY.NS
16-09-2015,,1092.030746,,,,,,1090.043335,,,,,,1096.304839,,,,,,1086.068408,,,,,,1756816,,,,,TCS.NS
16-09-2015,,,,,,692.3253388,,,,,,688.7825928,,,,,,693.0082634,,,,,,680.1605595,,,,,,1000450,HINDUNILVR.NS
18-09-2015,,1096.304979,,,,,,1090.428101,,,,,,1105.280575,,,,,,1085.192336,,,,,,2455294,,,,,TCS.NS
18-09-2015,,,227.6424925,,,,,,230.886673,,,,,,233.5809923,,,,,,226.7957118,,,,,,7841168,,,,HDFCBANK.NS
18-09-2015,,,,435.1764154,,,,,,432.299469,,,,,,437.5640439,,,,,,430.1858604,,,,,,11576876,,,INFY.NS
18-09-2015,,,,,,688.9107612,,,,,,681.0996704,,,,,,697.2767055,,,,,,676.9593973,,,,,,3196079,HINDUNILVR.NS
18-09-2015,190.3459952,,,,,,194.0187988,,,,,,194.9071921,,,,,,190.0643141,,,,,,34261453,,,,,,RELIANCE.NS
18-09-2015,,,,,236.2164321,,,,,,235.8768616,,,,,,242.2438762,,,,,,233.2875991,,,,,,21286324,,ICICIBANK.NS
21-09-2015,,,228.2913632,,,,,,231.5905304,,,,,,232.0414273,,,,,,227.9394574,,,,,,4276688,,,,HDFCBANK.NS
21-09-2015,,1089.893851,,,,,,1090.342651,,,,,,1092.928499,,,,,,1082.713353,,,,,,1108840,,,,,TCS.NS
21-09-2015,,,,430.5577436,,,,,,432.3778381,,,,,,434.0217668,,,,,,427.6221226,,,,,,4351234,,,INFY.NS
21-09-2015,190.6818591,,,,,,190.2701569,,,,,,192.45866,,,,,,189.825953,,,,,,12732187,,,,,,RELIANCE.NS
21-09-2015,,,,,,678.6667987,,,,,,674.9960327,,,,,,682.8497973,,,,,,673.0326046,,,,,,1097798,HINDUNILVR.NS
21-09-2015,,,,,230.8257001,,,,,,237.1078186,,,,,,237.9992001,,,,,,230.0616486,,,,,,11510079,,ICICIBANK.NS
22-09-2015,,,,,236.0041773,,,,,,229.6796112,,,,,,237.9991806,,,,,,228.4486593,,,,,,14741229,,ICICIBANK.NS
22-09-2015,,1093.098856,,,,,,1079.977417,,,,,,1099.467211,,,,,,1064.24874,,,,,,2081246,,,,,TCS.NS
22-09-2015,,,,436.4290271,,,,,,433.4738159,,,,,,444.6291767,,,,,,430.9883328,,,,,,9626986,,,INFY.NS
22-09-2015,190.6818615,,,,,,183.7263031,,,,,,191.7436114,,,,,,182.9895843,,,,,,15745524,,,,,,RELIANCE.NS
22-09-2015,,,,,,676.1056741,,,,,,670.8983154,,,,,,680.2459469,,,,,,668.5933993,,,,,,1900127,HINDUNILVR.NS
22-09-2015,,,230.9526883,,,,,,226.6857605,,,,,,233.141125,,,,,,225.509063,,,,,,6025212,,,,HDFCBANK.NS
23-09-2015,,,,,226.6234707,,,,,,232.0566559,,,,,,233.4574003,,,,,,224.2464486,,,,,,12489166,,ICICIBANK.NS
23-09-2015,,,,433.4737624,,,,,,436.9182434,,,,,,440.8715367,,,,,,429.5596012,,,,,,4758254,,,INFY.NS
23-09-2015,,,224.167411,,,,,,230.7657318,,,,,,231.7004958,,,,,,224.0464442,,,,,,5161152,,,,HDFCBANK.NS
23-09-2015,,1083.18356,,,,,,1082.478271,,,,,,1093.206288,,,,,,1073.908797,,,,,,1228352,,,,,TCS.NS
23-09-2015,182.6645468,,,,,,184.2571716,,,,,,185.6547865,,,,,,182.0144991,,,,,,15221260,,,,,,RELIANCE.NS
23-09-2015,,,,,,673.3739972,,,,,,670.1300659,,,,,,673.8862298,,,,,,665.9897927,,,,,,1108731,HINDUNILVR.NS
24-09-2015,,1083.695727,,,,,,1102.886353,,,,,,1106.989521,,,,,,1081.302194,,,,,,2354254,,,,,TCS.NS
24-09-2015,183.7479837,,,,,,181.4403076,,,,,,183.7479837,,,,,,180.876931,,,,,,29076982,,,,,,RELIANCE.NS
24-09-2015,,,,,,673.5447608,,,,,,667.3129883,,,,,,673.5447608,,,,,,662.6604824,,,,,,2627897,HINDUNILVR.NS
24-09-2015,,,230.2818271,,,,,,231.249588,,,,,,231.8214382,,,,,,227.8624383,,,,,,8252836,,,,HDFCBANK.NS
24-09-2015,,,,435.8418322,,,,,,446.429657,,,,,,451.1853244,,,,,,434.4718759,,,,,,13399262,,,INFY.NS
24-09-2015,,,,,230.4011969,,,,,,227.7695007,,,,,,232.2688558,,,,,,226.6658789,,,,,,10557228,,ICICIBANK.NS
28-09-2015,,,232.0414194,,,,,,230.1499023,,,,,,233.1411418,,,,,,229.4240748,,,,,,5777108,,,,HDFCBANK.NS
28-09-2015,,1108.699899,,,,,,1108.571655,,,,,,1119.385133,,,,,,1102.502463,,,,,,2366812,,,,,TCS.NS
28-09-2015,181.9711749,,,,,,180.7685699,,,,,,182.2095204,,,,,,179.5659795,,,,,,11624639,,,,,,RELIANCE.NS
28-09-2015,,,,446.1947786,,,,,,432.7301025,,,,,,447.3298949,,,,,,430.9491401,,,,,,9788464,,,INFY.NS
28-09-2015,,,,,,670.129937,,,,,,674.953186,,,,,,685.0691394,,,,,,666.544518,,,,,,1121534,HINDUNILVR.NS
28-09-2015,,,,,230.9105676,,,,,,227.5997162,,,,,,231.5048267,,,,,,226.1989719,,,,,,8561999,,ICICIBANK.NS
29-09-2015,,,,431.3406879,,,,,,439.1102905,,,,,,443.6311671,,,,,,429.5793148,,,,,,8699370,,,INFY.NS
29-09-2015,,1104.148167,,,,,,1106.242432,,,,,,1125.796413,,,,,,1098.37814,,,,,,3325952,,,,,TCS.NS
29-09-2015,,,,,223.8644149,,,,,,228.3637848,,,,,,231.462396,,,,,,217.6247444,,,,,,29415623,,ICICIBANK.NS
29-09-2015,,,,,,668.0812138,,,,,,669.5751343,,,,,,683.7887413,,,,,,667.0141278,,,,,,2377821,HINDUNILVR.NS
29-09-2015,179.8476735,,,,,,182.1770172,,,,,,184.2355138,,,,,,179.0026013,,,,,,15853471,,,,,,RELIANCE.NS
29-09-2015,,,226.9827095,,,,,,234.1968994,,,,,,236.1983889,,,,,,225.4650872,,,,,,10418840,,,,HDFCBANK.NS
